상병코드,상병명
V50,보행자 또는 동물과의 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick- up truck or van injured in collision with pedestrian or animal)
V51,자전거와 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in collision with pedal cycle)
V52,이륜 또는 삼륜자동차와 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in collision with two-or three-wheeled motor vehicle)
V53,"승용차, 픽업트럭 또는 밴과 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in collision with car, pick-up truck or van)"
V54,대형화물차 또는 버스와 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus)
V55,열차 또는 철도차량과 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in collision with railway train or railway vehicle)
V56,기타 무동력차량과 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick- up truck or van injured in collision with other nonmotor vehicle)
V57,고정 또는 정지된 물체와 충돌로 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in collision with fixed or stationary object)
V58,비충돌 운수사고에서 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in noncollision transport accident)
V59,기타 및 상세불명의 운수사고에서 다친 픽업트럭 또는 밴 탑승자(Occupant of pick-up truck or van injured in other and unspecified transport accidents)
V60,보행자 또는 동물과의 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in collision with pedestrian or animal)
V61,자전거와 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in collision with pedal cycle)
V62,이륜 또는 삼륜자동차와 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle)
V63,"승용차, 픽업트럭 또는 밴과 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van)"
V64,대형화물차 또는 버스와 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus)
V65,열차 또는 철도차량과 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle)
V66,기타 무동력차량과 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle in collision with other nonmotor vehicle)
V67,고정 또는 정지된 물체와 충돌로 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in collision with fixed or stationary object)
V68,비충돌 운수사고에서 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in noncollision transport accident)
V69,기타 및 상세불명의 운수사고에서 다친 대형화물차 탑승자(Occupant of heavy transport vehicle injured in other and unspecified transport accidents)
V70,보행자 또는 동물과의 충돌로 다친 버스 탑승자(Bus occupant injured in collision with pedestrian or animal)
V71,자전거와 충돌로 다친 버스 탑승자(Bus occupant injured in collision with pedal cycle)
V72,이륜 또는 삼륜자동차와 충돌로 다친  버스 탑승자(Bus occupant injured in collision with two- or three-wheeled motor vehicle)
V73,"승용차, 픽업트럭 또는 밴과 충돌로 다친 버스 탑승자(Bus occupant injured in collision with car, pick-up truck or van)"
V74,대형화물차 또는 버스와 충돌로 다친 버스 탑승자(Bus occupant injured in collision with heavy transport vehicle or bus)
V75,열차 또는 철도차량과 충돌로 다친 버스 탑승자(Bus occupant injured in collision with railway train or railway vehicle)
V76,기타 무동력차량과 충돌로 다친 버스 탑승자(Bus occupant in collision with other nonmotor vehicle)
V77,고정 또는 정지된 물체와 충돌로 다친 버스 탑승자(Bus occupant injured in collision with fixed or stationary object)
V78,비충돌 운수사고에서 다친 버스 탑승자(Bus occupant injured in noncollision transport accident)
V79,기타 및 상세불명의 운수사고에서 다친 버스 탑승자(Bus occupant injured in other and unspecified transport accidents)
V80,운수사고에서 다친 동물 또는 동물 견인차량 탑승자(Animal-rider or occupant of animal-drawn vehicle injured in transport accident)
V81,운수사고에서 다친 열차 또는 철도차량 탑승자(Occupant of railway train or railway vehicle injured in transport accident)
V82,운수사고에서 다친 전차 탑승자(Occupant of streetcar injured in transport accident)
V83,운수사고에서 다친 주로 산업구내에서 사용되는 특수차량 탑승자(Occupant of special vehicle mainly used on industrial premises injured in transport accident)
V84,운수사고에서 다친 주로 농사에 사용되는 특수차량 탑승자(Occupant of special vehicle mainly used in agriculture injured in transport accident)
V85,운수사고에서 다친 특수건설 차량 탑승자(Occupant of special construction vehicle injured in transport accident)
V86,"운수사고에서 다친 주로 비도로 주행을 위해 설계된 특수 전천후 또는 기타 자동차 탑승자(Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident)"
V87,피해자의 교통수단을 알지 못하는 명시된 형태의 교통사고(Traffic accident of specified type but victim's mode of transport unknown)
V88,피해자의 교통수단을 알지 못하는 명시된 형태의 비교통사고(Nontraffic accident of specified type but victim's mode of transport unknown)
V89,"상세불명 차량형태의 자동차 또는 무동력차 사고(Motor- or nonmotor-vehicle accident, type of vehicle unspecified)"
V90,물에 빠짐의 원인이 된 선박사고(Accident to watercraft causing drowning and submersion)
V91,기타 손상의 원인이 된 선박사고(Accident to watercraft causing other injury)
V92,선박사고가 없는 수상운수 관련 물에 빠짐(Water-transport-related drowning or submersion without accident to watercraft)
V93,"물에 빠짐의 원인이 아닌 선박사고가 없는 선상사고(Accident on board watercraft without accident to watercraft, not causing drowning and submersion)"
V94,기타 및 상세불명의 수상 운수사고(Other and unspecified water transport accidents)
V95,탑승자가 다친 동력항공기 사고(Accident to powered aircraft causing injury to occupant)
V96,탑승자가 다친 무동력항공기 사고(Accident to nonpowered aircraft causing injury to occupant)
V97,기타 명시된 항공 운수사고(Other specified air transport accidents)
V98,기타 명시된 운수사고(Other specified transport accidents)
V99,상세불명의 운수사고(Unspecified transport accident)
W00,얼음 또는 눈에 의한 동일 면상에서의 넘어짐(Fall on same level involving ice and snow)
W01,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 넘어짐(Fall on same level from slipping, tripping and stumbling)"
W02,"스케이트, 스키, 롤러-스케이트 또는 스케이트보드에 의한 넘어짐(Fall involving ice-skates, skis, roller-skates or skateboards)"
W03,"타인과 충돌이나 타인의 밀치기에 의한 동일면상에서의 넘어짐(Fall on same level due to collision with, or pushing by, another person)"
W04,타인에 의한 운반이나 부축을 받는 동안 추락(Fall while being carried or supported by other persons)
W05,휠체어가 관여된 추락(Fall involving wheelchair)
W06,침대가 관여된 추락(Fall involving bed)
W07,의자가 관여된 추락(Fall involving chair)
W08,기타 가구가 관여된 추락(Fall involving other furniture)
W09,운동장비가 관여된 추락(Fall involving playground equipment)
W10,계단에서 추락 또는 넘어짐(Fall on and from stairs and steps)
W11,사다리에서 추락(Fall on and from ladder)
W12,비계발판에서 넘어짐 또는 추락(Fall on and from scaffolding)
W13,"빌딩 또는 구조물에서의 추락(Fall from, out of or through building or structure)"
W14,나무에서 추락(Fall from tree)
W15,절벽에서 추락(Fall from cliff)
W16,물에 빠짐 이외 손상의 원인인 물로 다이빙 또는 뛰어듬(Diving or jumping into water causing injury other than drowning or submersion)
W17,기타 한 면에서 다른 면으로 추락(Other fall from one level to another)
W18,동일면상에서 기타 넘어짐(Other fall on same level)
W19,상세불명의 추락(Unspecified fall)
W20,"던져진, 쏘아진 또는 떨어지는 물체에 의한 타격(Struck by thrown, projected or falling object)"
W21,운동 장비에 의한 일격(Striking against or struck by sports equipment)
W22,다른 물체에 의한 일격(Striking against or struck by other objects)
W23,"물체속이나 사이에 붙잡힘, 으깨짐, 뭉개짐 또는 끼임(Caught, crushed, jammed or pinched in or between objects)"
W24,"달리 분류되지 않은 인양 및 변환장치와 접촉(Contact with lifting and transmission devices, NEC)"
W25,날카로운 유리와 접촉(Contact with sharp glass)
W26,"칼, 장도 또는 단도와 접촉(Contact with knife, sword or dagger)"
W27,무동력 수지공구와 접촉(Contact with nonpowered hand tool)
W28,동력 잔디깎기와 접촉(Contact with powered lawnmower) 
W29,기타 동력수지공구 및 가정용 기계류와 접촉(Contact with other powered hand tools and household machinery)
W30,농업용 기계와 접촉(Contact with agricultural machinery)
W31,기타 및 상세불명의 기계류와 접촉(Contact with other and unspecified machinery)
W32,권총 발사(Handgun discharge)
W33,"라이플, 엽총 및 기타 소화기 발사(Rifle, shotgun and larger firearm discharge)"
W34,기타 및 상세불명의 소화기 발사(Discharge from other and unspecifed firearms)
W35,보일러 폭발 및 파열(Explosion and rupture of boiler)
W36,가스통 폭발 및 파열(Explosion and rupture of gas cylinder)
W37,"압축 타이어, 파이프 또는 호스의 폭발 및 파열(Explosion and rupture of pressurized tyre, pipe or hose)"
W38,기타 명시된 압력기기의 폭발 및 파열(Explosion and rupture of other specified pressurized devices)
W39,불꽃놀이(Discharge of firework)
W40,기타 물질의 폭발(Explosion of other materials)
W41,고압 분사에 노출(Exposure to high-pressure jet)
W42,소음에 노출(Exposure to noise)
W43,진동에 노출(Exposure to vibration)
W44,눈 또는 인체의 개구부를 통하여 들어온 이물(Foreign body entering into or through eye or natural orifice)
W45,피부를 통하여 들어온 이물 또는 물체(Foreign body or object entering through skin)
W49,기타 및 상세불명의 무생물성 기계적 힘에 노출(Exposure to other and unspecified inanimate mechanical forces)
W50,"타인에 의해 맞음, 걷어차임, 비틀림, 물림 또는 할퀴임(Hit, struck, twisted, bitten or scratched by another person)"
W51,타인과 부딪힘 또는 받힘(Striking against or bumped into another person)
W52,"군중 또는 사람의 쇄도에 의한 짓눌림, 밀림 또는 밟힘(Crushed, pushed or stepped on by crowd or human stampede)"
W53,쥐에 물림(Bitten by rat)
W54,개에 물림 또는 맞음(Bitten or struck by dog)
W55,기타 포유동물에 의한 물림 또는 맞음(Bitten or struck by other mammals)
W56,바다 포유동물과 접촉(Contact with marine mammals)
W57,무독성 곤충 및 기타 무독성 절지동물에 물림 또는 쏘임(Bitten or stung by nonvenomous insect and other nonvenomous arthropods)
W58,악어에 물림 또는 맞음(Bitten or struck by crocodile or alligator)
W59,기타 파충류에 물림 또는 뭉개짐(Bitten or crushed by other reptiles)
W60,"식물의 가시 및 날카로운 잎사귀와 접촉(Contact with plant thorns, and spines and sharp leaves)"
W64,기타 및 상세불명의 생물성 기계적 힘에 노출(Exposure to other and unspecified animate mechanical forces)
W65,목욕통 안에 있는 동안 물에 빠짐(Drowning and submersion while in bath-tub)
W66,목욕통으로 떨어진 후 물에 빠짐(Drowning and submersion following fall into bath-tub)
W67,수영장 안에 있는 동안 물에 빠짐(Drowning and submersion while in swimming-pool)
W68,수영장으로 떨어진 후 물에 빠짐(Drowning and submersion following fall into swimming-pool)
W69,자연수 안에 있는 동안 물에 빠짐(Drowning and submersion while in natural water)
W70,자연수로 떨어진 후의 물에 빠짐(Drowning and submersion following fall into natural water)
W73,기타 명시된 물에 빠짐(Other specified drowning and submersion)
W74,상세불명의 물에 빠짐(Unspecified drowning and submersion)
W75,침대에서 불의의 질식 및 압박(Accidental suffocation and strangulation in bed)
W76,기타 불의의 목맴 및 압박(Other accidental hanging and strangulation)
W77,"추락하는 흙 및 기타 물질의 함몰에 의한 호흡 위협(Threats to breathing due to cave-in, falling earth and other substances)"
W78,위 내용물의 흡입(Inhalation of gastric contents)
W79,기도의 폐쇄의 원인이 된 음식물의 흡입 및 섭취(Inhalation and ingestion of food causing obstruction of respiratory tract)
W80,기도의 폐쇄의 원인이 된 기타 물건의 흡입 및 섭취(Inhalation and ingestion of other objects causing obstruction of respiratory tract)
W81,저산소 환경에 유폐 또는 갇힘(Confined to or trapped in a low-oxygen environment)
W83,기타 명시된 호흡의 위협(Other specified threats to breathing)
W84,상세불명의 호흡 위협(Unspecified threats to breathing)
W85,송전선에 노출(Exposure to electric transmission lines)
W86,기타 명시된 전류에 노출(Exposure to other specified electric current)
W87,상세불명의 전류에 노출(Exposure to unspecified electric current)
W88,이온화 방사선에 노출(Exposure to ionizing radiation)
W89,인공 가시광선 및 자외선에 노출(Exposure to man-made visible and ultraviolet light)
W90,기타 비이온화 방사선에의 노출(Exposure to other nonionizing radiation)
W91,상세불명 형태의 방사선에 노출(Exposure to unspecified type of radiation)
W92,인공과열에 노출(Exposure to excessive heat of man-made origin)
W93,인공과냉에 노출(Exposure to excessive cold of man-made origin)
W94,고압 및 저압 및 기압의 변화에 노출(Exposure to high and low air pressure and changes in air pressure)
W99,기타 및 상세불명의 인공환경 요인에 노출(Exposure to other and unspecified man-made environmental factors)
X00,건물 또는 구조물 안에서 관리되지 않은 불에 노출(Exposure to uncontrolled fire in building or structure)
X01,"건물 또는 구조물이 아닌 곳에서 관리되지 않은 불에 노출(Exposure to uncontrolled fire, not in building or structure)"
X02,건물 또는 구조물안에서 관리된 불에 노출(Exposure to controlled fire in building or structure)
X03,"건물 또는 구조물이 아닌 곳에서 관리된 불에 노출(Exposure to controlled fire, not in building or structure)"
X04,높은 가연성 물질의 발화에 노출(Exposure to ignition of highly flammable material)
X05,잠옷의 발화 또는 용해에 노출(Exposure to ignition or melting of nightwear)
X06,기타 의류의 발화 또는 용해에 노출(Exposure to ignition or melting of other clothing and apparel)
X08,"기타 명시된 연기, 불 및 불꽃에 노출(Exposure to other specified smoke, fire and flames)"
X09,"상세불명의 연기, 불 및 불꽃에의 노출(Exposure to unspecified smoke, fire and flames)"
X10,"뜨거운 음식물, 지방 및 조리용 기름과 접촉(Contact with hot drinks, food, fats and cooking oils)"
X11,뜨거운 수돗물과 접촉(Contact with hot tap-water)
X12,기타 가열된 용액과 접촉(Contact with other hot fluids)
X13,물김 및 뜨거운 김과 접촉(Contact with steam and hot vapours)
X14,가열된 공기 및 가스와 접촉(Contact with hot air and gases)
X15,가열된 가정기기와 접촉(Contact with hot household appliances)
X16,"가열된 난방장치, 방열기 및 파이프와 접촉(Contact with hot heating appliances, radiators and pipes)"
X17,"가열된 엔진, 기계 및 공구와 접촉(Contact with hot engines,  machinery and tools)"
X18,기타 가열된 금속과 접촉(Contact with other hot metals)
X19,기타 및 상세불명의 열 및 가열 물질과 접촉(Contact with other and unspecified heat and hot substances)
X20,유독성 뱀 및 도마뱀과 접촉(Contact with venomous snakes and lizards)
X21,독 거미와 접촉(Contact with venomous spiders)
X22,전갈과 접촉(Contact with scorpions)
X23,"말벌 및 벌과 접촉(Contact with hornets, wasps and bees)"
X24,지네 및 유독성 노래기와 접촉(열대성)(Contact with centipedes and venomous millipedes(tropical))
X25,기타 명시된 유독성 절지동물과 접촉(Contact with other specified venomous arthropods)
X26,유독성 해양동물 및 식물과 접촉(Contact with venomous marine animals and plants)
X27,기타 명시된 유독성 동물과 접촉(Contact with other specified venomous animals)
X28,기타 명시된 유독성 식물과 접촉(Contact with other specified venomous plants)
X29,상세불명의 유독성 동물 및 식물과 접촉(Contact with unspecified venomous animals and plants)
X30,상세불명 장소(Unspecified place)
X31,과다한 자연 한랭에 노출(Exposure to excessive natural cold)
X32,일광에 노출(Exposure to sunlight)
X33,벼락에 의한 피해(Victim of lightning)
X34,지진에 의한 피해(Victim of earthquake)
X35,화산폭발에 의한 피해(Victim of volcanic eruption)
X36,"눈사태, 산사태 및 기타 지각운동에 의한 피해(Victim of avalanche, landslide and other earth movements)"
X37,대홍수성 폭풍의 피해(Victim of cataclysmic storm)
X38,홍수의 피해(Victim of flood)
X39,기타 및 상세불명의 자연의 힘에 노출(Exposure to other and unspecified forces of nature)
X40,"비마약성 진통제, 해열제 및 항류마티스 약제에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics)"
X41,"달리 분류되지 않은 항간질제, 진정제-최면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to antiepilepic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC)"
X42,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to narcotics and psychodysleptics[hallucinogens], NEC)"
X43,자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system)
X44,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances)"
X45,알코올에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to alcohol)
X46,유기용제 및 할로겐화 탄화수소 및 그 휘발물질에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to organic solvent and halogenated hydrocarbons and their vapours)
X47,기타 가스 및 휘발성 물질에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to other gases and vapours)
X48,살충제에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to pesticides)
X49,기타 및 상세불명의 화학물 및 독성물질에 의한 불의의 중독 및 노출(Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances)
X50,과로 및 격심한 또는 반복적 운동(Overexertion and strenuous or repetitive movements)
X51,여행 및 이동(Travel and motion)
X52,무중력 환경에서의 장시간 체류(Prolonged stay in weightless environment)
X53,식량 결핍(Lack of food)
X54,수분 결핍(Lack of water)
X57,상세불명의 결핍(Unspecified privation)
X58,기타 명시된 요인에 노출(Exposure to other specified factors)
X59,상세불명의 요인에 노출(Exposure to unspecified factors)
X60,"비마약성 진통제, 해열제, 항류마티스제에 의한 자의적 중독 및 노출(Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics)"
X61,"달리 분류되지 않은 항간질제, 진정제-최면제, 항파킨슨제 및 정신작용 약물에의한 자의의 중독 및 노출(Intentional self-poisoning by and exposure to antiepilepic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC)"
X62,"달리 분류되지 않은 마약 및 환각제에 의한 자의의 중독 및 노출(Intentional self- poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], NEC)"
X63,자율신경계통에 작용하는 기타 약물에 의한 자의의 중독 및 노출(Intentional self- poisoning by and exposure to other drugs acting on the autonomic nervous system)
X64,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 자의의 중독 및 노출(Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances)"
X65,알코올에 의한 자의의 중독 및 노출(Intentional self-poisoning by and exposure to alcohol)
X66,유기용제 및 할로겐화 탄화수소 및 그 휘발물질에 의한 자의의 중독 및 노출(Intentional self-poisoning by and exposure to organic solvent and halogenated hydrocarbons and their vapours)
X67,기타 가스 및 휘발성물질에 의한 자의의 중독 및 노출(Intentional self-poisoning by and exposure to other gases and vapours)
X68,살충제에 의한 자의의 중독 및 노출(Intentional self-poisoning by and exposure to pesticides)
X69,기타 및 상세불명의 화학물 및 독성물질에 의한 자의의 중독 및 노출(Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances)
X70,"목맴, 압박 및 질식에 의한 의도적 자해(Intentional self-harm by hanging, strangulation and suffocation)"
X71,물에 빠짐에 의한 의도적 자해(Intentional self-harm by drowning and submersion)
X72,권총발사에 의한 의도적 자해(Intentional self-harm by handgun discharge)
X73,"라이플, 엽총 및 기타 소화기발사에 의한 의도적 자해(Intentional self-harm by rifle, shotgun and larger firearm discharge)"
X74,기타 및 상세불명의 화기발사에 의한 의도적 자해(Intentional self-harm by other and unspecified firearm discharge)
X75,폭발물에 의한 의도적 자해(Intentional self-harm by explosive material)
X76,"연기, 불 및 불꽃에 의한 의도적 자해(Intentional self-harm by smoke, fire and flames)"
X77,"물김 및 고온 물체에 의한 의도적 자해(Intentional self-harm by steam, hot vapours and hot objects)"
X78,예리한 물체에 의한 의도적 자해(Intentional self-harm by sharp object)
X79,둔한 물체에 의한 의도적 자해(Intentional self-harm by blunt object)
X80,높은 곳에서 뛰어내림에 의한 의도적 자해(Intentional self-harm by jumping from a high place)
X81,움직이는 물체 앞에 눕거나 뛰어내림에 의한 의도적 자해(Intentional self-harm by jumping or lying before moving object)
X82,자동차의 충돌에 의한 의도적 자해(Intentional self-harm by crashing of motor vehicle)
X83,기타 명시된 수단에 의한 의도적 자해(Intentional self-harm by  other specified means)
X84,상세불명의 수단에 의한 의도적 자해(Intentional self-harm by unspecified means)
X85,"약물, 약제 및 생물학적 물질에 의한 가해(Assault by drugs, medicaments and biological substances)"
X86,부식성 물질에 의한 가해(Assault by corrosive substances)
X87,살충제에 의한 가해(Assault by pesticides)
X88,가스 및 휘발성 물질에 의한 가해(Assault by gases and vapours)
X89,기타 명시된 화학물 및 독성물질에 의한 가해(Assault by other specified chemicals and noxious substances)
X90,상세불명의 화학물 또는 독성물질에 의한 가해(Assault by unspecified chemicals or noxious substances)
X91,"목맴, 압박 및 질식에 의한 가해(Assault by hanging, strangulation and suffocation)"
X92,물에 빠짐에 의한 가해(Assault by  drowning and submersion)         
X93,권총발사에 의한 가해(Assault by handgun discharge)
X94,"라이플, 엽총 및 기타 소화기 발사에 의한 가해(Assault by rifle, shotgun and larger firearm discharge)"
X95,기타 및 상세불명의 화기 발사에 의한 가해(Assault by other and unspecified firearm discharge)
X96,폭발성 물질에 의한 가해(Assault by explosive material)
X97,"연기, 불 및 불꽃에 의한 가해(Assault by smoke, fire and flames)"
X98,"물김 및 고온물체에 의한 가해(Assault by steam, hot vapours and hot objects)"
X99,예리한 물체에 의한 가해(Assault by sharp object)
Y00,둔한 물체에 의한 가해(Assault by blunt object)
Y01,높은 곳에서 떠밀음에 의한 가해(Assault by pushing from high place)
Y02,피해자를 움직이는 물체앞에 밀거나 놓이게 하여 가해(Assault by pushing or placing victim before moving object)
Y03,자동차 충돌에 의한 가해(Assault by crashing of motor vehicle)
Y04,완력에 의한 가해(Assault by bodily force)
Y05,완력에 의한 성폭행(Sexual assault by bodily force)
Y06,방치 및 유기(Neglect and abandonment)
Y07,기타 학대 증후군(Other maltreatment syndromes)
Y08,기타 명시된 수단에 의한 가해(Assault by other specified means)
Y09,상세불명의 수단에 의한 가해(Assault by unspecified means)
Y10,"비마약성 진통제, 해열제, 항류마티스제에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent)"
Y11,"달리 분류되지 않은 항간질제, 진정제-최면제, 항파킨슨제 및 정신작용약물에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to antiepilepic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, undetermined intent, NEC)"
Y12,"달리 분류되지 않은 마약 및 환각제에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to narcotics and psychodysleptics[hallucinogens], undetermined intent, NEC)"
Y13,"자율신경계통에 작용하는 기타 약물에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent)"
Y14,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 의도 미확인의 중독및 노출(Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent)"
Y15,"알코올에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to alcohol, undetermined intent)"
Y16,"유기용제 및 할로겐화 탄화수소 및 그 휘발물질에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to organic solvent and halogenated hydrocarbons and their vapours, undetermined intent)"
Y17,"기타 가스 및 휘발성 물질에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to other gases and vapours, undetermined intent)"
Y18,"살충제에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to pesticides, undetermined intent)"
Y19,"기타 및 상세불명의 화학물 및 독성물질에 의한 의도 미확인의 중독 및 노출(Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent)"
Y20,"의도 미확인의 목맴, 압박 및 질식(Hanging, strangulation and suffocation, undetermined intent)"
Y21,"의도 미확인의 물에 빠짐(Drowning and submersion, undetermined intent)"
Y22,"의도 미확인의 권총발사(Handgun discharge, undetermined intent)"
Y23,"의도 미확인의 라이플, 엽총 및 기타 소화기발사(Rifle, shotgun and larger firearm discharge, undetermined intent)"
Y24,"의도 미확인의 기타 및 상세불명의 화기발사(Other and unspecified firearm discharge, undetermined intent)"
Y25,"의도 미확인의 폭발물에 접촉(Contact with explosive material, undetermined intent)"
Y26,"의도 미확인의 연기, 불 및 불꽃에 노출(Exposure to smoke, fire and flames, undetermined intent)"
Y27,"의도 미확인의 물김 및 고온물체에 접촉(Contact with steam, hot vapours and hot objects, undetermined intent)"
Y28,"의도 미확인의 예리한 물체에 접촉(Contact with sharp object, undetermined intent)"
Y29,"의도 미확인의 둔한 물체에 접촉(Contact with blunt object, undetermined intent)"
Y30,"의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 밀림(Falling, jumping or pushed from a high place, undetermined intent)"
Y31,"의도 미확인의 움직이는 물체 앞에 또는 안으로 뛰어내림, 누움 또는 뛰어듬(Falling, lying or running before or into moving object, undetermined intent)"
Y32,"의도 미확인의 자동차의 충돌(Crashing of motor vehicle, undetermined intent)"
Y33,"의도 미확인의 기타 명시된 사건(Other specified events, undetermined intent)"
Y34,"의도 미확인의 상세불명의 사건(Unspecified events, undetermined intent)"
Y35,법적개입(Legal intervention)
Y36,전쟁행위(Operation of war) 
Y40,전신 항생제(Systemic antibiotics)
Y41,기타 전신 항감염제 및 항기생충제(Other systemic anti-infectives and antiparasitics)
Y42,"달리 분류되지 않은 호르몬 및 그들의 합성 대치물 및 대항제(길항제)(Hormones and their synthetic substitutes and antagonists, NEC)"
Y43,일차적 전신 약제(Primarily systemic agents)
Y44,일차적으로 혈액성분에 작용하는 약제(Agents primarily affecting blood constituents)
Y45,"진통제, 해열제 및 항염제(Analgesics, antipyretics and anti-inflammatory drugs)"
Y46,항간질제 및 항파킨슨제 약물(Antiepileptics and antiparkinsonism drugs)
Y47,"진정제, 최면제 및 항근심제(Sedatives, hypnotics and antianxiety drugs)"
Y48,마취제 및 각종 치료용 가스(Anaesthetics and therapeutic gases)
Y49,"달리 분류되지 않은 정신작용 약물(Psychotropic drugs, NEC)"
Y50,"달리 분류되지 않은 중추신경계통 흥분제(Central nervous system stimulants, NEC)"
Y51,일차적으로 자율신경계통에 작용하는 약제(Drugs primarily affecting the autonomic nervous system)
Y52,일차적으로 심장혈관계통에 작용하는 약제(Agents primarily affecting the cardiovascular system)
Y53,일차적으로 위창자계통에 작용하는 약제(Agents primarily affecting the gastrointestinal system)
Y54,일차적으로 수분평형과 무기물 및 요산 대사에 작용하는 약제(Agents primarily affecting water-balance and mineral and uric acid metabolism)
Y55,일차적으로 평활근 및 골격근과 호흡기계통에 작용하는 약제(Agents primarily acting on smooth and skeletal muscles and the respiratory system)
Y56,"일차적으로 피부 및 점막에 작용하는 약제와 안과적, 이비인후과적 및 치과적 약제(Agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs)"
Y57,기타 및 상세불명의 약물 및 약제(Other and unspecified drugs and medicaments)
Y58,세균성 백신(Bacterial vaccines)
Y59,기타 및 상세불명의 백신 및 생물학적 물질(Other and unspecified vaccines and biological substances)
Y60,"외과적 및 내과적 치료중 생긴 비의도적 절단, 천자, 천공 또는 출혈(Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care)"
Y61,외과적 및 내과적 치료중에 체내에 불의로 남겨진 이물(Foreign object accidentally left in body during surgical and medical care)
Y62,외과적 및 내과적 치료중 무균예방의 실패(Failure of sterile precautions during surgical and medical care)
Y63,외과적 및 내과적 치료중 용량 실수(Failure in dosage during surgical and medical care)
Y64,오염된 의료제제 또는 생물학적 물질(Contaminated medical or biological substance)
Y65,외과적 및 내과적 치료도중 기타 재난(Other misadventures during surgical and medical care)
Y66,외과적 및 내과적 치료의 불이행(Nonadministration of surgical and medical care)
Y69,외과적 및 내과적 치료도중 상세불명의 재난(Unspecified misadventures during surgical and medical care)
Y70,유해사건과 관련된 마취장치(Anaesthesiology devices associated with adverse incidents)
